,questionnaire,question,item,text,scale,filter,answer_list,gip_sources,gip_question_type,gip_response_format,gip_answer_alignment,gip_experimental_split,gip_proramming_instructions,gip_name,gip_variable_label,gip_help_text
10,W35,3,8,,str,,,,,,,,,RM35002_TXT,funding health care_d,
11,W35,3,9,Ich befürworte keine dieser Maßnahmen.,bin,,,,,,,,,RM35002_h,funding health care_d,
12,W35,4,0," Ein Hausarztmodell verpflichtet jeden Patienten bei gesundheitlichen Problemen zuerst zu seinem Hausarzt zu gehen. Dieser entscheidet dann, ob Patienten zu einem Facharzt überwiesen werden. In Notfällen ist keine Überweisung erforderlich.
      
Bei der freien Arztwahl kann der Patient bei gesundheitlichen Problemen selbst entscheiden, ob er zum Hausarzt oder gleich zu einem Facharzt geht.
      
Was finden Sie besser?
",cat,,1-2-arzt,Replikation 1:1 der Frage RM17003 aus Welle 17 (Mai 2015),Single Choice,close-ended,vertical,,,RM35003,choice of doctor,Bei dieser Frage können Sie nur eine Antwort geben.
13,W35,5,0,Was ist Ihre persönliche Meinung zur sozialen Sicherung von Arbeitslosen in Deutschland? Inwieweit sollte die Bundesregierung die soziale Sicherung von Arbeitslosen verändern?,cat,,0-10-veraendern,Replikation 1:1 der Frage RM23004 aus Welle 23 (Mai 2016) mit vertikaler Antwortskala,Single Choice,close-ended,vertical,,"vertikale Antwortskala von „0 gar nicht verändern“ bis „10 vollständig verändern“, separater “weiß nicht”-Button",RM35004 ,reforms security of unemployed,Bitte antworten Sie anhand der Skala.                                                         Die Bundesregierung sollte die soziale Sicherung von Arbeitslosen …
14,W35,6,0,"Wie ist Ihre Meinung: Welche der folgenden Bedingungen sollten Menschen, die länger als ein Jahr arbeitslos sind, erfüllen, damit sie Arbeitslosengeld II („Hartz IV“) erhalten?",txt,,,Replikation 1:1 der Fragen RM17005_a bis RM17005_j aus Welle 17 (Mai 2015),Multiple Choice,half-open,vertical,,"Items RM35005_a „ohne weitere Bedingungen Arbeitslosengeld II erhalten.“, RM35005_i „Das Arbeitslosengeld II sollte ersatzlos abgeschafft werden.“ und RM35005_j „Das Arbeitslosengeld II sollte abgeschafft und durch etwas anderes ersetzt werden.“ sollen jeweils nicht in Kombination mit anderen Items möglich sein.
Codierung der Variablen RM35005_a bis RM35005_j: 0 Item not checked, 1 Item checked
",,,Bitte antworten Sie anhand der Skala.                                                         Die Bundesregierung sollte die soziale Sicherung von Arbeitslosen …
15,W35,6,1,ohne weitere Bedingungen Arbeitslosengeld II erhalten.,bin,,,,,,,,,RM35005_a,conditions Hartz IV_a,
16,W35,6,2,"bedürftig sein, das heißt, dass weder sie selbst noch ein Mitglied des Haushalts für den Lebensunterhalt aufkommen kann.",bin,,,,,,,,,RM35005_b,conditions Hartz IV_b,
17,W35,6,3,sich aktiv um Arbeit bemühen.,bin,,,,,,,,,RM35005_c ,conditions Hartz IV_c,
18,W35,6,4,zumutbare Arbeitsangebote annehmen.,bin,,,,,,,,,RM35005_d ,conditions Hartz IV_d,
19,W35,6,5,jedes Arbeitsangebot annehmen.,bin,,,,,,,,,RM35005_e ,conditions Hartz IV_e,
20,W35,6,6,zuvor in Deutschland gearbeitet haben.,bin,,,,,,,,,RM35005_f,conditions Hartz IV_f,
21,W35,6,7,die deutsche Staatsbürgerschaft besitzen.,bin,,,,,,,,,RM35005_g ,conditions Hartz IV_g,
22,W35,6,8,"sonstige Bedingungen erfüllen, und zwar: [answer field]",bin,,,,,,,,,RM35005_h,conditions Hartz IV_h,
23,W35,6,9,,str,,,,,,,,,RM35005_TXT,conditions Hartz IV_TXT,
24,W35,6,10,Das Arbeitslosengeld II sollte ersatzlos abgeschafft werden.,bin,,,,,,,,,RM35005_i,conditions Hartz IV_i,
25,W35,6,11,Das Arbeitslosengeld II sollte abgeschafft und durch etwas anderes ersetzt werden.,bin,,,,,,,,,RM35005_j,conditions Hartz IV_j,
26,W35,7,0,"Der Arbeitsmarkt in Deutschland wird durch mehrere Gesetze, beispielsweise zum Mindestlohn oder zum Kündigungsschutz, reguliert.
    
Sollte die Bundesregierung mehr oder weniger Regeln für den deutschen Arbeitsmarkt festsetzen als momentan?
",cat,,1-5-regeln,Replikation 1:1 der Frage RM17006 aus Welle 17 (Mai 2015),Single Choice,close-ended,vertical,,,RM35006 ,regulation labor market,Bei dieser Frage können Sie nur eine Antwort geben.
27,W35,8,0, Was ist Ihre persönliche Meinung zum Rentensystem in Deutschland? Inwieweit sollte die Bundesregierung das Rentensystem verändern?,cat,,0-10-veraendern,Replikation 1:1 der Frage RM23007 aus Welle 23 (Mai 2016) mit vertikaler Antwortskala,Single Choice,close-ended,vertical,,"vertikale Antwortskala von „0 gar nicht verändern“ bis „10 vollständig verändern“, separater “weiß nicht”-Button",RM35007 ,reforms pension scheme,Bitte antworten Sie anhand der Skala.                                                                                                                                                                                                                                                                         Die Bundesregierung sollte das Rentensystem …
28,W35,9,0,"[wenn expRM35008 = 1: Die Alterung der Gesellschaft gefährdet die Finanzierung der gesetzlichen Renten in ihrer jetzigen Höhe.
      
Welchen der folgenden Vorschläge zur Finanzierung der gesetzlichen Renten würden Sie am meisten befürworten?]
[wenn expRM35008 = 2: Und welchen der folgenden Vorschläge zur Finanzierung der gesetzlichen Renten würden Sie am meisten befürworten?]
",cat,,1-5-rente ,Replikation 1:1 der Frage RM17008 aus Welle 17 (Mai 2015),Single Choice,close-ended,vertical,"Die Reihenfolge der beiden folgenden Fragen RM35008 und RM35009 soll randomisiert werden. 
Befragte zufällig auf zwei Gruppen aufteilen:
- 50% der Befragten bekommen zuerst Frage RM35008, danach Frage RM35009 (Gruppe 1)
- 50% der Befragten bekommen zuerst Frage RM35009, danach Frage RM35008 (Gruppe 2)
Die Reihenfolge der Fragen in dieser Programmieranweisung entspricht der Reihenfolge der Gruppe 1.
Zuteilung zu den Experimentalgruppen in separater Variable mit dem Namen expRM35008 experiment page 9.00 f speichern.
",wenn expRM35008 gleich 2 Gruppe 2 die zuvor in RM35009 ausgewählte Antwortkategorie nicht mehr anzeigen, RM35008,funding pensions first choice,Bei dieser Frage können Sie nur eine Antwort geben.
29,W35,10,0,"[wenn expRM35008 = 1: Und welchen der folgenden Vorschläge zur Finanzierung der gesetzlichen Renten würden Sie am wenigsten befürworten?]
[wenn expRM35008 = 2: Die Alterung der Gesellschaft gefährdet die Finanzierung der gesetzlichen Renten in ihrer jetzigen Höhe.
      
Welchen der folgenden Vorschläge zur Finanzierung der gesetzlichen Renten würden Sie am wenigsten befürworten?]
",cat,,1-5-rente ,Replikation 1:1 der Frage RM17009 aus Welle 17 (Mai 2015),Single Choice,close-ended,vertical,,wenn expRM35008 gleich 1 Gruppe 1 die zuvor in RM35008 ausgewählte Antwortkategorie nicht mehr anzeigen,RM35009,funding pensions last choice,Bei dieser Frage können Sie nur eine Antwort geben.
30,W35,11,0, Was ist Ihre persönliche Meinung zum Bildungssystem in Deutschland? Inwieweit sollte die Bundesregierung das Bildungssystem verändern?,cat,,0-10-veraendern,Replikation 1:1 der Frage RM23010 aus Welle 23 (Mai 2016) mit vertikaler Antwortskala,Single Choice,close-ended,vertical,,"vertikale Antwortskala von „0 gar nicht verändern“ bis „10 vollständig verändern“, separater “weiß nicht”-Button",RM35010 ,reforms education system,Bitte antworten Sie anhand der Skala.                                                                       Die Bundesregierung sollte das Bildungssystem …
31,W35,12,0,"Sollte die Bundesregierung für das Bildungssystem mehr oder weniger Geld ausgeben als momentan?

Bedenken Sie dabei, dass höhere Ausgaben unter anderem auch über Steuern, also letztlich über Abzüge vom Gehalt, finanziert werden müssen.
",cat,,1-5-ausgeben,Replikation 1:1 der Frage RM17011 aus Welle 17 (Mai 2015),Single Choice,close-ended,vertical,,,RM35011,expenditures education system,Bei dieser Frage können Sie nur eine Antwort geben.
32,W35,13,0,"Und welches ist Ihrer Meinung nach der wichtigste Bereich des Bildungssystems, für den die Bundesregierung mehr Geld ausgeben sollte?",cat,"wenn RM35011 = 1, 2 (wenn Bundesregierung mehr Geld für das Bildungssystem ausgeben soll)",1-6-geld-bildung,Replikation 1:1 der Fragen RM17012 und RM17012_TXT aus Welle 17 (Mai 2015),Single Choice,half-open,vertical,,,RM35012 ,most important area of education,Bei dieser Frage können Sie nur eine Antwort geben.
33,W35,14,0,"Und welches ist Ihrer Meinung nach der Bereich des Bildungssystems, für den die Bundesregierung insbesondere weniger Geld ausgeben sollte?",cat,"wenn RM35011 = 4, 5 (wenn Bundesregierung weniger Geld für das Bildungssystem ausgeben soll)",1-6-geld-bildung,Replikation 1:1 der Fragen RM17013 und RM17013_TXT aus Welle 17 (Mai 2015),Single Choice,half-open,vertical,,,RM35013,least important area of education,Bei dieser Frage können Sie nur eine Antwort geben.
34,W35,15,0,"Gibt es einen Bereich des Bildungssystems, für den die Bundesregierung mehr Geld ausgeben sollte?",cat,wenn RM35011 = 3 (wenn Bundesregierung gleich viel Geld für das Bildungssystem ausgeben soll wie momentan),1-7-geld-bildung,Replikation 1:1 der Fragen RM17014 und RM17014_TXT aus Welle 17 (Mai 2015),Single Choice,half-open,vertical,,,RM35014,eligible area of education,Bei dieser Frage können Sie nur eine Antwort geben.
35,W35,16,0,"Mit Steuern, wie beispielsweise der Einkommenssteuer oder der Mehrwertsteuer, erzielt der Staat seine Einnahmen und muss dabei auch auf die damit verbundenen Folgen achten. Beispielsweise können hohe Einkommenssteuersätze Unternehmer davon abhalten, neue Arbeitsplätze zu schaffen.

Was ist vor diesem Hintergrund Ihre persönliche Meinung zum Steuersystem in Deutschland? Inwieweit sollte die Bundesregierung das Steuersystem verändern?
",cat,,0-10-veraendern,Replikation 1:1 der Frage RM23015 aus Welle 23 (Mai 2016) mit vertikaler Antwortskala,Single Choice,close-ended,vertical,,"vertikale Antwortskala von „0 gar nicht verändern“ bis „10 vollständig verändern“, separater “weiß nicht”-Button",RM35015,reforms tax system,Bitte antworten Sie anhand der Skala.
36,W35,17,0,"Bitte geben Sie an, inwieweit Sie folgender Aussage zustimmen:
 
Der Staat sollte Maßnahmen ergreifen, um Einkommensunterschiede zu verringern.

Bedenken Sie, dass solche Maßnahmen unter anderem auch über Steuern, also letztlich über Abzüge vom Gehalt finanziert werden müssen.
",cat,,1-5-zustimmung,Replikation 1:1 der Frage RM17016 aus Welle 17 (Mai 2015),Single Choice,close-ended,vertical,,,RM35016,reduction income differences,Bei dieser Frage können Sie nur eine Antwort geben.
37,W35,18,0,"Sollten Menschen, die mehr arbeiten als andere, und deswegen auch mehr verdienen, mehr oder weniger Steuern zahlen als momentan?",cat,,1-5-steuern,Replikation 1:1 der Frage RM17017 aus Welle 17 (Mai 2015),Single Choice,close-ended,vertical,,,RM35017,tax equity,Bei dieser Frage können Sie nur eine Antwort geben.
38,W35,19,0," Ein Vorschlag, die Stabilität des Euro zu gewährleisten, ist, dass alle Mitgliedsstaaten der Euro-Zone Reformen ihrer Arbeitsmarkt- und Sozialsysteme durchführen. Solche Reformen können jedoch Nachteile für einzelne Bevölkerungsgruppen bedeuten (zum Beispiel längere Arbeitszeiten).

Wie ist Ihre persönliche Meinung zu diesen Reformen? Inwieweit sollen die Arbeitsmarkt- und Sozialsysteme in den Mitgliedsstaaten der Euro-Zone verändert werden?
",cat,,0-10-veraendern, Replikation 1:1 der Frage RM23018 aus Welle 23 (Mai 2016) mit vertikaler Antwortskala; ,Single Choice,close-ended,vertical,,"vertikale Antwortskala von „0 gar nicht verändert werden“ bis „10 vollständig verändert werden“, separater “weiß nicht”-Button",RM35018 ,reforms EU labor social system,Bitte antworten Sie anhand der Skala.                                                                 Die Arbeitsmarkt- und Sozialsysteme in den Mitgliedsstaaten der Euro-Zone sollten …
39,W35,20,0," Diese Reformen können entweder von einem Mitgliedsstaat einzeln oder gemeinsam auf europäischer Ebene beschlossen werden. Für die Reformen auf der europäischen Ebene müsste die Europäische Union jedoch mehr Entscheidungsrechte erhalten.
   
Sollte die Europäische Union  mehr oder weniger über Reformen in den Mitgliedsstaaten entscheiden als momentan?
",cat,,1-5-entscheiden,Replikation 1:1 der Frage RM17019 aus Welle 17 (Mai 2015),Single Choice,close-ended,vertical,,,RM35019,EU decision-making authority,Bei dieser Frage können Sie nur eine Antwort geben.                                                 Die Europäische Union sollte …
40,W35,21,0,Und in welchen Politikbereichen sollte die Europäische Union mehr entscheiden als momentan?,txt,"wenn RM35019 = 1, 2 (wenn Europäische Union mehr über Reformen entscheiden sollte)",,Replikation 1:1 der Fragen RM17020_a bis RM17020_TXT aus Welle 17 (Mai 2015),Multiple Choice,half-open,vertical,,"Codierung der Variablen RM35020_a bis RM35020_j: 0 Item not checked, 1 Item checked",,,Bitte geben Sie alles Zutreffende an.
41,W35,21,1,Außen- und Sicherheitspolitik,bin,,,,,,,,,RM35020_a,EU more_foreignpolicy,
42,W35,21,2,Wirtschaft und Finanzen,bin,,,,,,,,,RM35020_b,EU more_economy,
43,W35,21,3,Justiz und Inneres,bin,,,,,,,,,RM35020_c,EU more_justice,
44,W35,21,4,Arbeit und Soziales,bin,,,,,,,,,RM35020_d,EU more_labor,
45,W35,21,5,Wettbewerbspolitik,bin,,,,,,,,,RM35020_e,EU more_competition_policy,
46,W35,21,6,Transport und Verkehr,bin,,,,,,,,,RM35020_f,EU more_traffic,
47,W35,21,7,Landwirtschaft und Fischerei,bin,,,,,,,,,RM35020_g,EU more_agriculture,
48,W35,21,8,Umwelt,bin,,,,,,,,,RM35020_h,EU more_environment,
49,W35,21,9,Bildung,bin,,,,,,,,,RM35020_i,EU more_education,
50,W35,21,10,"Sonstiges, und zwar: [answer field]",bin,,,,,,,,,RM35020_j,EU more_other,
51,W35,21,11,"Sonstiges, und zwar: [answer field]",bin,,,,,,,,,RM35020_TXT,EU more_other_TXT,
52,W35,22,0,Und in welchen Politikbereichen sollte die Europäische Union weniger entscheiden als momentan?,txt,"wenn RM35019 = 4, 5 (wenn Europäische Union weniger über Reformen entscheiden sollte)",,Replikation 1:1 der Fragen RM17021_a bis RM17021_TXT aus Welle 17 (Mai 2015),Multiple Choice,half-open,vertical,,"Codierung der Variablen RM35021_a bis RM35021_j: 0 Item not checked, 1 Item checked",,,Bitte geben Sie alles Zutreffende an.
53,W35,22,1,Außen- und Sicherheitspolitik,bin,,,,,,,,,RM35021_a,EU less_foreignpolicy,
54,W35,22,2,Wirtschaft und Finanzen,bin,,,,,,,,,RM35021_b,EU less_economy,
55,W35,22,3,Justiz und Inneres,bin,,,,,,,,,RM35021_c,EU less_justice,
56,W35,22,4,Arbeit und Soziales,bin,,,,,,,,,RM35021_d,EU less_labor,
57,W35,22,5,Wettbewerbspolitik,bin,,,,,,,,,RM35021_e,EU less_competition_policy,
58,W35,22,6,Transport und Verkehr,bin,,,,,,,,,RM35021_f,EU less_traffic,
59,W35,22,7,Landwirtschaft und Fischerei,bin,,,,,,,,,RM35021_g,EU less_agriculture,
60,W35,22,8,Umwelt,bin,,,,,,,,,RM35021_h,EU less_environment,
61,W35,22,9,Bildung,bin,,,,,,,,,RM35021_i,EU less_education,
62,W35,22,10,"Sonstiges, und zwar: [answer field]",bin,,,,,,,,,RM35021_j,EU less_other,
63,W35,22,11,"Sonstiges, und zwar: [answer field]",bin,,,,,,,,,RM35021_TXT,EU less_other_TXT,
64,W35,23,0,"Gibt es einzelne Politikbereiche, in denen die Europäische Union mehr entscheiden sollte als momentan?",txt,wenn RM35019 = 3 (wenn Europäische Union genau so viel über Reformen entscheiden sollte),,Replikation 1:1 der Fragen RM17022_a bis RM17022_k aus Welle 17 (Mai 2015),Multiple Choice,half-open,vertical,,"Item RM35022_k soll nicht in Kombination mit anderen Items möglich sein
Codierung der Variablen RM35022_a bis RM35022_k: 0 Item not checked, 1 Item checked
",,,Bitte geben Sie alles Zutreffende an.
65,W35,23,1,Außen- und Sicherheitspolitik,bin,,,,,,,,,RM35022_a,EU more_foreignpolicy,
66,W35,23,2,Wirtschaft und Finanzen,bin,,,,,,,,,RM35022_b,EU more_economy,
67,W35,23,3,Justiz und Inneres,bin,,,,,,,,,RM35022_c,EU more_justice,
68,W35,23,4,Arbeit und Soziales,bin,,,,,,,,,RM35022_d,EU more_labor,
69,W35,23,5,Wettbewerbspolitik,bin,,,,,,,,,RM35022_e,EU more_competition_policy,
70,W35,23,6,Transport und Verkehr,bin,,,,,,,,,RM35022_f,EU more_traffic,
71,W35,23,7,Landwirtschaft und Fischerei,bin,,,,,,,,,RM35022_g,EU more_agriculture,
72,W35,23,8,Umwelt,bin,,,,,,,,,RM35022_h,EU more_environment,
73,W35,23,9,Bildung,bin,,,,,,,,,RM35022_i,EU more_education,
74,W35,23,10,"Sonstiges, und zwar: [answer field]",bin,,,,,,,,,RM35022_j,EU more_other,
75,W35,23,11,"Sonstiges, und zwar: [answer field]",str,,,,,,,,,RM35022_TXT,EU more_other_TXT,
76,W35,23,12,"Nein, in keinem dieser Bereiche.",bin,,,,,,,,,RM35022_k,EU more_none,
77,W35,24,0,"Abschließend geht es um einen Vergleich der Politikbereiche, zu denen Sie bisher Fragen beantwortet haben.
 
In welchem Bereich sollte der Staat am ehesten Leistungen ausbauen?
",cat,,1-7-leistungen,Replikation 1:1 der Frage RM17023 aus Welle 17 (Mai 2015),Single Choice,close-ended,vertical,,,RM35023,policy area more benefits,Bei dieser Frage können Sie nur eine Antwort geben.
78,W35,25,0,Und in welchem Bereich sollte der Staat am ehesten Leistungen abbauen?,cat,,1-7-leistungen,Replikation 1:1 der Frage RM17024 aus Welle 17 (Mai 2015),Single Choice,close-ended,vertical,,wenn RM35023 ≠ -90 (item nonresponse) die zuvor in RM35023 ausgewählte Antwortkategorie nicht mehr anzeigen,RM35024,policy area less benefits,Bei dieser Frage können Sie nur eine Antwort geben.
79,W35,26,0,"Innerhalb einer Bundesregierung werden manchmal verschiedene Standpunkte vertreten.
      
Nehmen Sie die Bundesregierung als zerstritten oder als geschlossen wahr?
",cat,,1-11-zerstritten, Replikation 1:1 der Frage CE32304 aus Welle 32,Single Choice,close-ended,vertical,,"vertikale Antwortskala von „1 sehr zerstritten“ bis „11 sehr geschlossen“, separate „weiß nicht“-Kategorie",CE35304 ,unity_gov_v2,
80,W35,27,0,"Innerhalb einer Partei werden manchmal verschiedene Standpunkte vertreten.
      
Nehmen Sie die Partei CDU (Christlich Demokratische Union Deutschlands) als zerstritten oder als geschlossen wahr?
",cat,,1-11-zerstritten,Replikation 1:1 der Frage CE32250 aus Welle 32,Single Choice,close-ended,vertical,,"Reihenfolge der folgenden Fragen zur Geschlossenheit der Parteien randomisieren. Reihenfolge in dieser Programmieranweisung ist nur ein Beispiel
Randomisierung in separater Variable mit dem Namen rndCE35250 randomization page 27.00 ff speichern
vertikale Antwortskala von „1 sehr zerstritten“ bis „11 sehr geschlossen“, separate „weiß nicht“-Kategorie
",CE35250,unity_party_cdu_v4,
81,W35,28,0,"Innerhalb einer Partei werden manchmal verschiedene Standpunkte vertreten.
      
Nehmen Sie die Partei CSU (Christlich-Soziale Union) als zerstritten oder als geschlossen wahr?
",cat,,1-11-zerstritten,Replikation 1:1 der Frage CE32252 aus Welle 32,Single Choice,close-ended,vertical,,"vertikale Antwortskala von „1 sehr zerstritten“ bis „11 sehr geschlossen“, separate „weiß nicht“-Kategorie",CE35252 ,unity_party_csu_v4,
82,W35,29,0,"Innerhalb einer Partei werden manchmal verschiedene Standpunkte vertreten.

Nehmen Sie die Partei SPD (Sozialdemokratische Partei Deutschlands) als zerstritten oder als geschlossen wahr?
",cat,,1-11-zerstritten,Replikation 1:1 der Frage CE32254 aus Welle 32,Single Choice,close-ended,vertical,,"vertikale Antwortskala von „1 sehr zerstritten“ bis „11 sehr geschlossen“, separate „weiß nicht“-Kategorie",CE35254,unity_party_spd_v4,
83,W35,30,0,"Innerhalb einer Partei werden manchmal verschiedene Standpunkte vertreten.
 
Nehmen Sie die Partei FDP (Freie Demokratische Partei) als zerstritten oder als geschlossen wahr?
",cat,,1-11-zerstritten,Replikation 1:1 der Frage CE32256 aus Welle 32,Single Choice,close-ended,vertical,,"vertikale Antwortskala von „1 sehr zerstritten“ bis „11 sehr geschlossen“, separate „weiß nicht“-Kategorie",CE35256 ,unity_party_fdp_v4,
84,W35,31,0,"Innerhalb einer Partei werden manchmal verschiedene Standpunkte vertreten.

Nehmen Sie die Partei Bündnis 90/Die Grünen als zerstritten oder als geschlossen wahr?
",cat,,1-11-zerstritten,Replikation 1:1 der Frage CE32258 aus Welle 32,Single Choice,close-ended,vertical,,"vertikale Antwortskala von „1 sehr zerstritten“ bis „11 sehr geschlossen“, separate „weiß nicht“-Kategorie",CE35258 ,unity_party_gruene_v4,
85,W35,32,0,"Innerhalb einer Partei werden manchmal verschiedene Standpunkte vertreten.

Nehmen Sie die Partei Die Linke als zerstritten oder als geschlossen wahr?
",cat,,1-11-zerstritten,Replikation 1:1 der Frage CE32260 aus Welle 32,Single Choice,close-ended,vertical,,"vertikale Antwortskala von „1 sehr zerstritten“ bis „11 sehr geschlossen“, separate „weiß nicht“-Kategorie",CE35260 ,unity_party_linke_v4 ,
86,W35,33,0,"Innerhalb einer Partei werden manchmal verschiedene Standpunkte vertreten.

Nehmen Sie die Partei AfD (Alternative für Deutschland) als zerstritten oder als geschlossen wahr?*   
",cat,,1-11-zerstritten,Replikation 1:1 der Frage CE32262 aus Welle 32,Single Choice,close-ended,vertical,,"vertikale Antwortskala von „1 sehr zerstritten“ bis „11 sehr geschlossen“, separate „weiß nicht“-Kategorie",CE35XXX ,unity_party_afd_v4,
87,W35,34,0," Andrea Nahles ist Vorsitzende der Sozialdemokratischen Partei Deutschlands (SPD).

Welche der folgenden Rollen übernimmt  sie Ihrer Meinung nach am ehesten als Parteivorsitzende?
",cat,,1-3-rolle,In Anlehnung an Frage ZJ32030 aus Welle 32,Single Choice,close-ended,vertical,,"Reihenfolge der Antwortkategorien 1 bis 3 randomisieren: 1-2-3 oder 3-2-1; Reihenfolge unten ist ein Beispiel für die erstgenannte Randomisierung
Antwortkategorie -99 „weiß nicht“ durch Leerzeile abgrenzen und nicht randomisieren
Randomisierung in separater Variable mit dem Namen rndZJ35030 randomization page 34.00 speichern
",ZJ35030,"role_party_leader_SPD_Nahles

",Bei dieser Frage können Sie nur eine Antwort geben.
88,W35,35,0,Für wie kompetent halten Sie Andrea Nahlesals SPD-Parteivorsitzende?,cat,,1-11-kompetent,In Anlehnung anFrage ZJ32031 aus Welle 32,Single Choice,close-ended,vertical,,"vertikale Antwortskala von „1 überhaupt nicht kompetent“ bis „11 sehr kompetent“, separate „weiß nicht“-Kategorie",ZJ35031 ,competence_chair_SPD_Nahles,
89,W35,36,0, Fanden Sie den Fragebogen ...?,txt,,,Replikation 1:1 der Frage QE28001 aus Welle 28 (März 2017) mit mobiloptimiertem Design,,close-ended,vertical,,,,,
90,W35,36,1,interessant,cat,,1-4-bewertung,,Single Choice,,,,,QE35001 ,Fragebogen: interessant,
91,W35,36,2,abwechslungsreich,cat,,1-4-bewertung,,Single Choice,,,,,QE35002 ,Fragebogen: abwechslungsreich,
92,W35,36,3,relevant,cat,,1-4-bewertung,,Single Choice,,,,,QE35003,Fragebogen: relevant,
93,W35,36,4,lang,cat,,1-4-bewertung,,Single Choice,,,,,QE35004,Fragebogen: lang,
94,W35,36,5,schwierig,cat,,1-4-bewertung,,Single Choice,,,,,QE35005 ,Fragebogen: schwierig,
95,W35,36,6,zu persönlich,cat,,1-4-bewertung,,Single Choice,,,,,QE35006 ,Fragebogen: zu persönlich,
96,W35,42,0,Wie hat Ihnen die Befragung insgesamt gefallen?,cat,,1-5-befragung-insgesamt,Replikation 1:1 der Frage QE28007 aus Welle 28 (März 2017) mit mobiloptimiertem Layout,Single Choice,close-ended,vertical,,,QE35007 ,Wie hat Ihnen die Befragung insgesamt gefallen?,
97,W35,43,0,"Haben Sie noch weitere Anmerkungen?

Hier können Sie Lob oder Kritik zum Fragebogen äußern.
",str,,,Replikation 1:1 der Fragen QE28008_TXT und QE28008_TXT_na aus Welle 28 (März 2017) mit mobiloptimiertem Layout,Open Question/Text only,text,,,"Codierung der Variablen QE32008_TXT_na: 0 Item not answered, 1 Item answered",QE35008,TXT weitere Anmerkungen_text,
