study,name,label,label_de,description,description_de,analysis_unit,period
gip,W09,GIP Wave 09,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 09 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_13]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_13]i] - highest educational degree
• [i[educ_job_13]i] - highest professional qualification
• [i[marital_status_13]i] - marital status
• [i[number_hh_members_13]i] - number of household members
• [i[occupation_13]i] - employment status
• [i[state]i] - residence state
• [i[german_citizenship_13]i] - german citizenship
• [i[internet_usage_13]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
Preload-Variablen aus vorherigen GIP-Wellen:
- aus Welle 07 (Core, September 2013):
• [i[AA07006]i] Previous Employment Status",,p,2014/01
gip,W10,GIP Wave 10,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 10 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_13]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_13]i] - highest educational degree
• [i[educ_job_13]i] - highest professional qualification
• [i[marital_status_13]i] - marital status
• [i[number_hh_members_13]i] - number of household members
• [i[occupation_13]i] - employment status
• [i[state]i] - residence state
• [i[german_citizenship_13]i] - german citizenship
• [i[internet_usage_13]i] - private internet usage
• [i[dDatum]i] - Interview-Datum",,p,2014/03
gip,W11,GIP Wave 11,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 11 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_13]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_13]i] - highest educational degree
• [i[educ_job_13]i] - highest professional qualification
• [i[marital_status_13]i] - marital status
• [i[number_hh_members_13]i] - number of household members
• [i[occupation_13]i] - employment status
• [i[state]i] - residence state
• [i[german_citizenship_13]i] - german citizenship
• [i[internet_usage_13]i] - private internet usage
• [i[dDatum]i] - Interview-Datum",,p,2014/05
gip,W12,GIP Wave 12,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 12 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_13]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_13]i] - highest educational degree
• [i[educ_job_13]i] - highest professional qualification
• [i[marital_status_13]i] - marital status
• [i[number_hh_members_13]i] - number of household members
• [i[occupation_13]i] - employment status
• [i[state]i] - residence state
• [i[german_citizenship_13]i] - german citizenship
• [i[internet_usage_13]i] - private internet usage
• [i[dDatum]i] - Interview-Datum",,p,2014/07
gip,W13,GIP Wave 13,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 13 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_14]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_14]i] - highest educational degree
• [i[educ_job_14]i] - highest professional qualification
• [i[marital_status_14]i] - marital status
• [i[number_hh_members_14]i] - number of household members
• [i[occupation_14]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state]i] - residence state
• [i[german_citizenship_14]i] - german citizenship
• [i[internet_usage_14]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
Preload-Variablen aus der Datenbank:
• [i[hGIP2]i] (Stichprobe: 1 erste Stichprobe, 2 zweite Stichprobe)
• [i[hOnline]i] (Online-Ausstattung im HH: 1 Normale Ausstattung, 2 mit Internetzugang ausgestatteter HH, 3 BEN, 4 GIWI)",,p,2014/09 - 2015/03
gip,W14,GIP Wave 14,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 14 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_14]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_14]i] - highest educational degree
• [i[educ_job_14]i] - highest professional qualification
• [i[marital_status_14]i] - marital status
• [i[number_hh_members_14]i] - number of household members
• [i[occupation_14]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state]i] - residence state
• [i[german_citizenship_14]i] - german citizenship
• [i[internet_usage_14]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
Preload-Variablen aus vorherigen GIP-Wellen:
- aus Welle 13 (Core, September 2014 - März 2015):
• [i[AA13054]i] Personal income
[i[AA13056]i] Household income
- aus der Datenbank:
• [i[hGIP2]i] (Stichprobe: 1 erste Stichprobe, 2 zweite Stichprobe)",,p,2015/02
gip,W15,GIP Wave 15,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 15 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_14]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_14]i] - highest educational degree
• [i[educ_job_14]i] - highest professional qualification
• [i[marital_status_14]i] - marital status
• [i[number_hh_members_14]i] - number of household members
• [i[occupation_14]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state]i] - residence state
• [i[german_citizenship_14]i] - german citizenship
• [i[internet_usage_14]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
Preload-Variablen aus der Datenbank/vorherigen GIP-Wellen:
• [i[hGIP2]i]
• [i[RQB2018]i]
• [i[RQB1002_Jahr]i]",,p,2015/01
gip,W16,GIP Wave 16,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 16 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_14]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_14]i] - highest educational degree
• [i[educ_job_14]i] - highest professional qualification
• [i[marital_status_14]i] - marital status
• [i[number_hh_members_14]i] - number of household members
• [i[occupation_14]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state]i] - residence state
• [i[german_citizenship_14]i] - german citizenship
• [i[internet_usage_14]i] - private internet usage
• [i[dDatum]i] - Interview-Datum",,p,2015/03
gip,W17,GIP Wave 17,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 17 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_14]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_14]i] - highest educational degree
• [i[educ_job_14]i] - highest professional qualification
• [i[marital_status_14]i] - marital status
• [i[number_hh_members_14]i] - number of household members
• [i[occupation_14]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state]i] - residence state
• [i[german_citizenship_14]i] - german citizenship
• [i[internet_usage_14]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
Preload-Variablen aus der Datenbank/vorherigen GIP-Wellen:
• [i[hGIP2]i]
• [i[RQB1002_Jahr]i]
• [i[RQB2018]i]
• [i[javascript]i] (JavaScript nicht aktiviert: 0, JavaScript aktiviert: 1)",,p,2015/05
gip,W18,GIP Wave 18,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 18 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_14]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_14]i] - highest educational degree
• [i[educ_job_14]i] - highest professional qualification
• [i[marital_status_14]i] - marital status
• [i[number_hh_members_14]i] - number of household members
• [i[occupation_14]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state]i] - residence state
• [i[german_citizenship_14]i] - german citizenship
• [i[internet_usage_14]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
Preload-Variablen aus der Datenbank/vorherigen GIP-Wellen:
- aus Welle 15 (Januar 2015):
• [i[dDay]i] Tag
• [i[dMonth]i] Monat
• [i[BE15027_a]i] blood pressure
• [i[BE15027_b]i] diabetes
• [i[BE15027_c]i] circulatory
• [i[BE15027_d]i] mental
• [i[BE15027_e]i] internal organs
• [i[BE15027_f]i]  respiratory muscular
• [i[BE15027_g]i] cancer
• [i[BE15027_h]i] skin cancer
• [i[BE15027_i]i] illness other
• [i[BE15027_j]i] illness none
- aus der Datenbank:
• [i[hGIP2]i] (Stichprobe: 1 erste Stichprobe, 2 zweite Stichprobe)
• [i[hOnline]i] (Online-Ausstattung im HH: 1 Normale Ausstattung, 2 mit Internetzugang ausgestatteter HH, 3 BEN, 4 GIWI)",,p,2015/07
gip,W19,GIP Wave 19,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 19 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_15]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_15]i] - highest educational degree
• [i[educ_job_15]i] - highest professional qualification
• [i[marital_status_15]i] - marital status
• [i[number_hh_members_15]i] - number of household members
• [i[occupation_15]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state]i] - residence state
• [i[german_citizenship_15]i] - german citizenship
• [i[internet_usage_15]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
Preload-Variablen aus der Datenbank:
• [i[hOnline]i] (Online-Ausstattung im HH: 1 Normale Ausstattung, 2 mit Internetzugang ausgestatteter HH, 3 BEN, 4 GIWI)",,p,2015/09
gip,W20,GIP Wave 20,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 20 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_15]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_15]i] - highest educational degree
• [i[educ_job_15]i] - highest professional qualification
• [i[marital_status_15]i] - marital status
• [i[number_hh_members_15]i] - number of household members
• [i[occupation_15]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state]i] - residence state
• [i[german_citizenship_15]i] - german citizenship
• [i[internet_usage_15]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
Preload-Variablen aus der Datenbank/vorherigen GIP-Wellen:
- aus der Datenbank:
• [i[javascript]i] (JavaScript nicht aktiviert: 0, JavaScript aktiviert: 1)
- aus Welle 15 (Januar 2015):
• [i[BE15027_a]i]
• [i[BE15027_h]i]
- aus Welle 17 (Mai 2015):
• [i[BF17031]i] (Variable aus Datenschutzgründen gruppiert)
• [i[BF17035]i]
• [i[expBF17036]i]
- aus Welle 18 (Juli 2015):
• [i[BE18040_a]i]
• [i[BE18040_h]i]
- Sonstige:
• [i[educ_job_14]i]
• [i[hOnline]i] (Online-Ausstattung im HH: 1 Normale Ausstattung, 2 mit Internetzugang ausgestatteter HH, 3 BEN, 4 GIWI)",,p,2015/11
gip,W21,GIP Wave 21,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 21 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_15]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_15]i] - highest educational degree
• [i[educ_job_15]i] - highest professional qualification
• [i[marital_status_15]i] - marital status
• [i[number_hh_members_15]i] - number of household members
• [i[occupation_15]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state]i] - residence state
• [i[german_citizenship_15]i] - german citizenship
• [i[internet_usage_15]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
• [i[hOnline]i] - Online-Ausstattung
Preload-Variablen aus der Datenbank/vorherigen GIP-Wellen:
- aus der Datenbank:
• [i[hGIP2]i] (ursprüngliche Stichprobe: 1, Auffrischungsstichprobe: 2)
- aus Welle 20 (November 2015):
• [i[BE20077]i] influenza vaccination",,p,2016/01
gip,W22,GIP Wave 22,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 22 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_15]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_15]i] - highest educational degree
• [i[educ_job_15]i] - highest professional qualification
• [i[marital_status_15]i] - marital status
• [i[number_hh_members_15]i] - number of household members
• [i[occupation_15]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state]i] - residence state
• [i[german_citizenship_15]i] - german citizenship
• [i[internet_usage_15]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
Preload-Variablen aus der Datenbank/vorherigen GIP-Wellen:
- aus Welle 13 (Core, September 2014 - März 2015):
• [i[age_cat_14]i] age categories (Variable aus Datenschutzgründen nicht im Datensatz enthalten)
• [i[educ_job_14]i] highest professional qualification
• [i[occupation_14]i] Employment status
- aus Welle 17 (Mai 2015):
• [i[BF17006]i] year of birth child1 birth (Variable aus Datenschutzgründen in Kategorien zusammengefasst)
• [i[BF17031]i] year of birth child (Variable aus Datenschutzgründen in Kategorien zusammengefasst)
• [i[BF17035]i] main group BF17
- aus der Datenbank:
• [i[hOnline]i] - Online-Ausstattung
• [i[hGIP2]i] - Stichprobe GIP",,p,2016/03
gip,W23,GIP Wave 23,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 23 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_15]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_15]i] - highest educational degree
• [i[educ_job_15]i] - highest professional qualification
• [i[marital_status_15]i] - marital status
• [i[number_hh_members_15]i] - number of household members
• [i[occupation_15]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state]i] - residence state
• [i[german_citizenship_15]i] - german citizenship
• [i[internet_usage_15]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
Preload-Variablen aus der Datenbank:
• [i[hOnline]i] - Online-Ausstattung
• [i[hGIP2]i] - Stichprobe GIP",,p,2016/05
gip,W24,GIP Wave 24,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 24 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_15]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_15]i] - highest educational degree
• [i[educ_job_15]i] - highest professional qualification
• [i[marital_status_15]i] - marital status
• [i[number_hh_members_15]i] - number of household members
• [i[occupation_15]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state]i] - residence state
• [i[german_citizenship_15]i] - german citizenship
• [i[internet_usage_15]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
Preload-Variablen aus der Datenbank/vorherigen GIP-Wellen:
- aus Welle 15 (Januar 2015):
• [i[BE15027_h]i]
- aus Welle 18 (Juli 2015):
• [i[BE18040_a]i]
• [i[BE18040_h]i]
- aus Welle 20 (November 2015):
• [i[BE20070_a]i]
• [i[BE20070_h]i]
- aus der Datenbank:
• [i[hOnline]i] - Online-Ausstattung
• [i[hGIP2]i] - Stichprobe GIP",,p,2016/07
gip,W25,GIP Wave 25,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 25 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_16]i] - gender
• [i[year_of_birth_cat_16]i] - year of birth categories
• [i[educ_school_16]i] - highest educational degree
• [i[educ_job_16]i] - highest professional qualification
• [i[marital_status_16]i] - marital status
• [i[number_hh_members_16]i] - number of household members
• [i[occupation_16]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state_16]i] - residence state
• [i[german_citizenship_16]i] - german citizenship
• [i[internet_usage_16]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
Preload-Variablen aus der Datenbank:
• [i[hOnline]i] - Online-Ausstattung",,p,2016/09
gip,W26,GIP Wave 26,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 26 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_16]i] - gender
• [i[year_of_birth_cat_16]i] - year of birth categories
• [i[educ_school_16]i] - highest educational degree
• [i[educ_job_16]i] - highest professional qualification
• [i[marital_status_16]i] - marital status
• [i[number_hh_members_16]i] - number of household members
• [i[occupation_16]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state_16]i] - residence state
• [i[german_citizenship_16]i] - german citizenship
• [i[internet_usage_16]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status
Preload-Variablen aus vorherigen GIP-Wellen:
- aus Welle 25 (Core, September 2015)
• [i[AA25450_a]i] full-time employed bis [i[AA25450_q]i] housewife/househusband
- aus Welle 25 (Core, September 2015)
basierend auf der Variable AA25430 principal residence wurden folgende Preloadvariablen generiert:
• [i[preCE26235]i]
• [i[preCE26235_1]i]
• [i[preCE26235_2]i]
• [i[preCE26235_3]i]
• [i[preCE26236_1]i]
• [i[preCE26236_2]i]
• [i[preCE26237]i]
• [i[preCE26238]i]
• [i[preCE26239]i]
• [i[preCE26240]i]",,p,2016/11
gip,W27,GIP Wave 27,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 27 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_16]i] - gender
• [i[year_of_birth_cat]i] - year of birth categories
• [i[educ_school_16]i] - highest educational degree
• [i[educ_job_16]i] - highest professional qualification
• [i[marital_status_16]i] - marital status
• [i[number_hh_members_16]i] - number of household members
• [i[occupation_16]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state_16]i] - residence state
• [i[german_citizenship_16]i] - german citizenship
• [i[internet_usage_16]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",,p,2017/01
gip,W28,GIP Wave 28,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 28 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_16]i] - gender
• [i[year_of_birth_cat_16]i] - year of birth categories
• [i[educ_school_16]i] - highest educational degree
• [i[educ_job_16]i] - highest professional qualification
• [i[marital_status_16]i] - marital status
• [i[number_hh_members_16]i] - number of household members
• [i[occupation_16]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state_16]i] - residence state
• [i[german_citizenship_16]i] - german citizenship
• [i[internet_usage_16]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",,p,2017/03
gip,W29,GIP Wave 29,,"[b[Allgemeine Hinweise für Datennutzer]b] 
Der Datensatz der Welle 29 enthält folgende zugespielte Variablen:
• [i[id_g]i] - Unique ID, GIP
• [i[hhid_g]i] - Household identifyer, GIP
• [i[pid]i] - Person identifyer (within HH)
• [i[gender_16]i] - gender
• [i[year_of_birth_cat_16]i] - year of birth categories
• [i[educ_school_16]i] - highest educational degree
• [i[educ_job_16]i] - highest professional qualification
• [i[marital_status_16]i] - marital status
• [i[number_hh_members_16]i] - number of household members
• [i[occupation_16]i] - employment status
• [i[sample]i] - year of recruitment
• [i[state_16]i] - residence state
• [i[german_citizenship_16]i] - german citizenship
• [i[internet_usage_16]i] - private internet usage
• [i[dDatum]i] - Interview-Datum
• [i[online_status_wave]i] - current online status",,p,2017/05
